train_loss,step,epoch
5.042488098144531,49,0
5.048630237579346,99,0
4.491317272186279,149,0
5.194936752319336,199,0
5.489134311676025,249,0
4.658524990081787,299,0
3.7356038093566895,349,0
4.404219627380371,399,0
4.177191257476807,449,0
5.79334831237793,499,0
3.865304470062256,549,0
3.9937498569488525,599,0
4.469635009765625,649,0
3.8115692138671875,699,0
4.152647018432617,749,0
4.1251678466796875,799,0
4.012275218963623,849,0
3.8400049209594727,899,0
4.563203811645508,949,0
4.403598785400391,999,0
4.54377555847168,1049,0
4.429298400878906,1099,0
4.1820902824401855,1149,0
4.674783706665039,1199,0
6.027215003967285,1249,0
5.322582244873047,1299,0
4.983928680419922,1349,0
4.262546062469482,1399,0
4.423987865447998,1449,0
3.193272113800049,1499,0
4.484131813049316,1549,0
3.3597419261932373,1599,0
4.953877925872803,1649,0
3.8338356018066406,1699,0
3.081434726715088,1749,0
3.747403621673584,1799,0
3.770163059234619,1849,0
4.235439777374268,1899,0
3.5251457691192627,1949,0
3.662383556365967,1999,0
4.032865524291992,2049,0
2.750565528869629,2099,0
4.274299621582031,2149,0
4.341228485107422,2199,0
6.125131607055664,2249,0
3.0285472869873047,2299,0
4.0395026206970215,2349,0
4.698434352874756,2399,0
2.8719279766082764,2449,0
4.872348785400391,2499,0
1.688093900680542,2549,0
4.219968795776367,2599,0
4.7198896408081055,2649,0
3.6450531482696533,2699,0
2.4169633388519287,2749,0
6.146955490112305,2799,0
4.027658462524414,2849,0
4.21800422668457,2899,0
3.022019624710083,2949,0
4.430360794067383,2999,0
5.499333381652832,3049,0
4.011516571044922,3099,0
3.3233933448791504,3149,0
3.815988302230835,3199,0
3.6211373805999756,3249,0
2.269745111465454,3299,0
4.151522636413574,3349,0
3.6847591400146484,3399,0
4.702795028686523,3449,0
3.620126485824585,3499,0
2.073760986328125,3549,0
1.5391826629638672,3599,0
1.7661819458007812,3649,0
2.5027036666870117,3699,0
3.281839609146118,3749,0
3.5843210220336914,3799,0
2.7684593200683594,3849,0
5.20528507232666,3899,0
2.9419195652008057,3949,0
3.0093045234680176,3999,0
3.4453394412994385,4049,0
1.6563122272491455,4099,0
1.99650239944458,4149,0
2.1566615104675293,4199,0
4.211653709411621,4249,0
1.758215308189392,4299,0
4.957254409790039,4349,0
3.308584690093994,4399,0
4.6317949295043945,4449,0
2.9583635330200195,4499,0
4.408082008361816,4549,0
2.3664889335632324,4599,0
0.8508944511413574,4649,0
2.4427056312561035,4699,0
2.3846423625946045,4749,0
3.8385748863220215,4799,0
3.0466055870056152,4849,0
3.0964746475219727,4899,0
3.3497838973999023,4949,0
3.6752796173095703,4999,0
2.0111660957336426,5049,0
3.0952887535095215,5099,0
2.270566463470459,5149,0
5.516373157501221,5199,0
4.047375202178955,5249,0
2.712563991546631,5299,0
4.401895999908447,5349,0
4.2932024002075195,5399,0
2.851962089538574,5449,0
3.466620683670044,5499,0
5.023660182952881,5549,0
4.208019733428955,5599,0
2.769620895385742,5649,0
1.7688255310058594,5699,0
3.4569952487945557,5749,0
8.86721420288086,5799,0
3.979269027709961,5849,0
2.2225584983825684,5899,0
1.7266205549240112,5949,0
1.8262748718261719,5999,0
2.556851387023926,6049,0
4.687445640563965,6099,0
6.198519706726074,6149,0
4.258169174194336,6199,0
2.857436418533325,6249,0
1.531470775604248,6299,0
2.7748494148254395,6349,0
2.7612709999084473,6399,0
3.5751566886901855,6449,0
3.4736456871032715,6499,0
2.124899387359619,6549,0
2.9380686283111572,6599,0
1.9525198936462402,6649,0
2.9617390632629395,6699,0
2.7178738117218018,6749,0
3.4822962284088135,6799,0
4.004854202270508,6849,0
2.908418893814087,6899,0
4.192049026489258,6949,0
3.6455302238464355,6999,0
1.2597274780273438,7049,0
1.0970605611801147,7099,0
2.1344809532165527,7149,0
2.3771262168884277,7199,0
4.295472145080566,7249,0
3.15905499458313,7299,0
3.4891600608825684,7349,0
4.221653461456299,7399,0
3.1357033252716064,7449,0
0.6658244132995605,7499,0
1.05776047706604,7549,0
3.342864990234375,7599,0
2.6774699687957764,7649,0
2.1742444038391113,7699,0
2.7311952114105225,7749,0
1.4065759181976318,7799,0
2.709165096282959,7849,0
2.5077288150787354,7899,0
2.7673568725585938,7949,0
4.309471130371094,7999,0
2.8439300060272217,8049,0
4.336763381958008,8099,0
13.031203269958496,8149,0
2.901581287384033,8199,0
1.6777360439300537,8249,0
1.1022453308105469,8299,0
0.8533765077590942,8349,0
2.896301031112671,8399,0
4.529566764831543,8449,0
0.8434382677078247,8499,0
3.336087465286255,8549,0
0.35178473591804504,8599,0
2.0503828525543213,8649,0
4.775456428527832,8699,0
2.5219662189483643,8749,0
1.7307331562042236,8799,0
1.5784029960632324,8849,0
1.1478381156921387,8899,0
4.458249092102051,8949,0
1.8819798231124878,8999,0
3.5271458625793457,9049,0
3.426145553588867,9099,0
4.050536632537842,9149,0
2.068218231201172,9199,0
3.2903051376342773,9249,0
1.3006341457366943,9299,0
3.961533546447754,9349,0
2.0483272075653076,9399,0
1.7143917083740234,9449,0
0.2347135692834854,9499,0
4.828723907470703,9549,0
3.6586036682128906,9599,0
0.6953707337379456,9649,0
2.8279507160186768,9699,0
2.011852502822876,9749,0
2.9479665756225586,9799,0
2.6791627407073975,9849,0
3.446320056915283,9899,0
1.5845913887023926,9949,0
1.5434480905532837,9999,0
3.3640007972717285,10049,0
3.5131638050079346,10099,0
0.8737730383872986,10149,0
2.212937831878662,10199,0
2.62500262260437,10249,0
2.833221673965454,10299,0
4.1924591064453125,10349,0
1.9831502437591553,10399,0
3.8213984966278076,10449,0
2.510956287384033,10499,0
2.821164608001709,10549,0
3.6021528244018555,10599,0
3.4163341522216797,10649,0
2.3272032737731934,10699,0
1.898763656616211,10749,0
1.113174557685852,10799,0
0.7838650345802307,10849,0
5.9966888427734375,10899,0
7.080166339874268,10949,0
1.786445140838623,10999,0
2.395554304122925,11049,0
1.8014049530029297,11099,0
1.439420461654663,11149,0
10.642502784729004,11199,0
6.384334087371826,11249,0
2.782797336578369,11299,0
1.368401288986206,11349,0
2.6384074687957764,11399,0
5.071715354919434,11449,0
